date,states,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,dateChecked,death,hospitalized,totalTestResults,lastModified,recovered,total,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash
2020-02-19,6,7.0,,,,,,,,,2020-02-19T24:00:00Z,0.0,,35,2020-02-19T24:00:00Z,,0,0,0,0,0,0,6,6ea5e7f85ab9b00b0c739429589ff97975ea4e63
2020-02-18,6,7.0,,,,,,,,,2020-02-18T24:00:00Z,0.0,,29,2020-02-18T24:00:00Z,,0,0,0,0,0,0,0,965aa5547c7311d07a9037b6982f1c9ad9a43de1
2020-02-17,6,7.0,,,,,,,,,2020-02-17T24:00:00Z,0.0,,29,2020-02-17T24:00:00Z,,0,0,0,0,0,0,1,1afa9953a86eaf1ee29c32a4b5c0867250c2a513
2020-02-16,6,7.0,,,,,,,,,2020-02-16T24:00:00Z,0.0,,28,2020-02-16T24:00:00Z,,0,0,0,0,0,0,2,29d15de3a9b6b9e77ae62d15edb1827df5a8f607
2020-02-15,6,7.0,,,,,,,,,2020-02-15T24:00:00Z,0.0,,26,2020-02-15T24:00:00Z,,0,0,0,0,0,0,4,e191eac9f25ebcbf218452097a93ffd33ae9cf64
2020-02-14,5,7.0,,,,,,,,,2020-02-14T24:00:00Z,0.0,,22,2020-02-14T24:00:00Z,,0,0,0,0,0,1,0,ee7096da78f0c448b72e82c22157aae637f08a44
2020-02-13,5,6.0,,,,,,,,,2020-02-13T24:00:00Z,0.0,,22,2020-02-13T24:00:00Z,,0,0,0,0,0,1,1,8b1fe8b891ed1c9b7a08ada4848d3c5e52257cd9
2020-02-12,5,5.0,,,,,,,,,2020-02-12T24:00:00Z,0.0,,21,2020-02-12T24:00:00Z,,0,0,0,0,0,0,1,8dd8b51807df5824e3f90833f75853896b24a0f9
2020-02-11,5,5.0,,,,,,,,,2020-02-11T24:00:00Z,0.0,,20,2020-02-11T24:00:00Z,,0,0,0,0,0,0,1,14f19b57460509ebc08a5907528b2f31e79b59f2
2020-02-10,5,5.0,,,,,,,,,2020-02-10T24:00:00Z,0.0,,19,2020-02-10T24:00:00Z,,0,0,0,0,0,0,1,a3b33f9cbf408a36376df77d8514958c125dde29
2020-02-09,4,5.0,,,,,,,,,2020-02-09T24:00:00Z,,,18,2020-02-09T24:00:00Z,,0,0,0,0,0,0,0,f2a72941dabaac1231a359fe69b2c8f07fcf0de9
2020-02-08,4,5.0,,,,,,,,,2020-02-08T24:00:00Z,,,18,2020-02-08T24:00:00Z,,0,0,0,0,0,0,2,45d5434a34930849d0afd61f28e6e5ca8e56a36e
2020-02-07,4,5.0,,,,,,,,,2020-02-07T24:00:00Z,,,16,2020-02-07T24:00:00Z,,0,0,0,0,0,0,0,86d40971c0969dea20d8af3052a59fc8258c198c
2020-02-06,4,5.0,,,,,,,,,2020-02-06T24:00:00Z,,,16,2020-02-06T24:00:00Z,,0,0,0,0,0,2,1,fb667e7beb6fda059a920d946a34999d1f95f299
2020-02-05,4,3.0,,,,,,,,,2020-02-05T24:00:00Z,,,15,2020-02-05T24:00:00Z,,0,0,0,0,0,0,0,d0347190730129163531b7511ec9a46d87cc01c5
2020-02-04,4,3.0,,,,,,,,,2020-02-04T24:00:00Z,,,15,2020-02-04T24:00:00Z,,0,0,0,0,0,0,4,f1808d114a9b1aa49f0d459ad83abac222fab169
2020-02-03,4,3.0,,,,,,,,,2020-02-03T24:00:00Z,,,11,2020-02-03T24:00:00Z,,0,0,0,0,0,1,3,d33cda399ffd5a8f6c021f96985fb70249cdae6e
2020-02-02,4,2.0,,,,,,,,,2020-02-02T24:00:00Z,,,8,2020-02-02T24:00:00Z,,0,0,0,0,0,0,0,913719ab7cdecf79cc06b61d1f416100ae2fe732
2020-02-01,4,2.0,,,,,,,,,2020-02-01T24:00:00Z,,,8,2020-02-01T24:00:00Z,,0,0,0,0,0,0,0,312360d4f68c25860d4ab92b9f0b75294f665102
2020-01-31,4,2.0,,,,,,,,,2020-01-31T24:00:00Z,,,8,2020-01-31T24:00:00Z,,0,0,0,0,0,0,3,da0df81a08624e50176ebd7b0e47377944499c70
2020-01-30,4,2.0,,,,,,,,,2020-01-30T24:00:00Z,,,5,2020-01-30T24:00:00Z,,0,0,0,0,0,0,0,aab145b00f071d93a2917f002d90b8023c8a84e5
2020-01-29,4,2.0,,,,,,,,,2020-01-29T24:00:00Z,,,5,2020-01-29T24:00:00Z,,0,0,0,0,0,0,2,94d048aa2512005bf05ce8bc4fec7fbecec981f5
2020-01-28,3,2.0,,,,,,,,,2020-01-28T24:00:00Z,,,3,2020-01-28T24:00:00Z,,0,0,0,0,0,0,0,c4def787cffd71c27af0fb540777e1e6a0333aac
2020-01-27,3,2.0,,,,,,,,,2020-01-27T24:00:00Z,,,3,2020-01-27T24:00:00Z,,0,0,0,0,0,0,1,c747a44fc1e2b9bc8a23f2cb55ca5439ab6c0bc1
2020-01-26,2,2.0,,,,,,,,,2020-01-26T24:00:00Z,,,2,2020-01-26T24:00:00Z,,0,0,0,0,0,0,0,75935e2e8d35eede3cf3ed0c369bd31f2fbe91f6
2020-01-25,2,2.0,,,,,,,,,2020-01-25T24:00:00Z,,,2,2020-01-25T24:00:00Z,,0,0,0,0,0,0,0,aabb76cda5b58a0f256a8f550cbae00bc81a1764
2020-01-24,2,2.0,,,,,,,,,2020-01-24T24:00:00Z,,,2,2020-01-24T24:00:00Z,,0,0,0,0,0,0,0,5b149d1f58f37c41b40ca3acd7763d764e178776
2020-01-23,2,2.0,,,,,,,,,2020-01-23T24:00:00Z,,,2,2020-01-23T24:00:00Z,,0,0,0,0,0,0,1,c604c6455d8f618678c08ceb76ed9826b253d104
2020-01-22,2,2.0,,,,,,,,,2020-01-22T24:00:00Z,,,1,2020-01-22T24:00:00Z,,0,0,0,0,0,0,1,ffee280533875f8ba1b85294085e74919fcc3ec2
2020-01-21,1,2.0,,,,,,,,,2020-01-21T24:00:00Z,,,0,2020-01-21T24:00:00Z,,0,0,0,0,0,1,0,1eeddf821d7b9cd08a5ff80a5dca47f4693e4eba
2020-01-20,1,1.0,,,,,,,,,2020-01-20T24:00:00Z,,,0,2020-01-20T24:00:00Z,,0,0,0,0,0,0,0,776e42ed9cc6026fcf1e885daaa7dff4fb4b0b3f
2020-01-19,1,1.0,,,,,,,,,2020-01-19T24:00:00Z,,,0,2020-01-19T24:00:00Z,,0,0,0,0,0,1,0,c989920d1706d11b097eaaf5a20bc4d081d1208c
2020-01-18,1,0.0,,,,,,,,,2020-01-18T24:00:00Z,,,0,2020-01-18T24:00:00Z,,0,0,0,0,0,0,0,2394f592b3b27ff21aaebc736a404177acd71927
2020-01-17,1,0.0,,,,,,,,,2020-01-17T24:00:00Z,,,0,2020-01-17T24:00:00Z,,0,0,0,0,0,0,0,5fd7ed7fb0f83565ea0aaaf5ff6104e5860be2d6
2020-01-16,1,0.0,,,,,,,,,2020-01-16T24:00:00Z,,,0,2020-01-16T24:00:00Z,,0,0,0,0,0,0,0,4c0f2ea879eefec1a18a93bcd8a382ea56cd452d
2020-01-15,1,0.0,,,,,,,,,2020-01-15T24:00:00Z,,,0,2020-01-15T24:00:00Z,,0,0,0,0,0,0,0,8a449023413eea473277416e9e30ae126c6af047
2020-01-14,1,0.0,,,,,,,,,2020-01-14T24:00:00Z,,,0,2020-01-14T24:00:00Z,,0,0,0,0,0,0,0,fe399466a3dfbe0221a18ed5cacb39a3882d72f8
2020-01-13,1,,,,,,,,,,2020-01-13T24:00:00Z,,,0,2020-01-13T24:00:00Z,,0,0,0,0,0,0,0,5672debf187b183735be63f6bd85834ead0047ff
